,Recipe ID,Ingredients
77,CHI_44,"['200 gms fresh noodles', '5 cups water', '1 tsp salt', '2 tbsp oil', '1 tsp ginger garlic paste', '1 tsp chilli powder', '1/4 cup onion, sliced', '1/2 tsp soy sauce', '1 tsp salt', '1/4 cup celery, chopped', '1 tsp vinegar', '1 tsp chilli sauce', '1 cup green and red capsicum', '1 cup mushroom', '1 cup carrot, shredded', '1  green chillies, chopped', '1 tbsp tomato sauce', '1 tbsp spring onion', '1 tsp garlic, chopped', '1/2 tsp black pepper powder']"
78,CHI_45,"['250 gm broccoli florets', '250 gm cauliflower florets', '2 sliced spring onions', '125 gm snow peas', '2 peeled carrots', '150 gm asparagus', '2 Tbsp oil', 'Salt and pepper', '2 slices of bread', 'Topping:', '1 tsp grated lemon rind', '1 tsp chopped garlic', '3 Tbsp chopped parsley']"
79,CHI_46,"['2 Tbsp oil', '3  onions, sliced', '1/2 tsp onion seeds', '1 tsp fennel seeds', '1/4 tsp mustard seeds', '1/2 tsp red chillies (crushed)', '3 tsp garlic, shredded', '1/2 kg okra (split in half)', '250 gms baby corn', '2  tomatoes (de-seeded), peeled', '2 tbsp coriander, chopped', '1 tbsp lemon juice', '2  green chillies (split)']"
80,CHI_47,"['For the capsicum sauce:', '250 gm capsicum - deseeded and finely chopped', '4 Tbsp oil', '1 tsp chilli garlic sauce', '1 Tbsp grated jaggery', '4 Tbsp lemon juice', 'For the veggies:', 'Red, green and yellow capsicum - deseeded and shredded', '50 gm tender green beans', '1 tsp chopped garlic', '1 Tbsp sunflower oil', '2 tsp sesame oil', '8 roughly chopped spring onions', '25 gm unsalted cashew nuts', '1 Tbsp honey', '1 tsp soya sauce']"
81,CHI_48,"['1 Tbsp minced garlic', '1 Tbsp cut red chilli', '1 Tbsp chopped ginger', '1/2 cup blanched asparagus', '1/2 cup blanched broccoli', '1/2 cup diced onions', '1 cup diced tofu', '2 Tbsp soyabean oil', 'Salt to taste', '1/2 cup black bean sauce', '1 tsp corn flour', '1 Tbsp chopped onion greens']"
82,CHI_49,"['1 sheet of yaki-nori or roasted seaweed', '1/4 cup short grain Japanese rice-cooked with vinegar, sugar and kombu seaweed', '2 slices of peeled cucumber', 'Condiments:', '2 tsp gari shoga or marinated ginger', '1 tsp wasabi', '1 tsp soya sauce']"
83,CHI_50,"['2  Green and red capsicums, chopped', '1 Cup Cauliflower', '1/4 Cup Baby corn', '1/2 Cup Mushroom', '1/2 Cup Carrot', '1 tsp Ginger garlic paste', '1 Tbsp Black pepper', '1 tsp Salt', '1/4 Cup Maida', '1/4 Cup Cornflour', 'As needed  Water', 'to deep fry  Oil']"
84,CHI_51,"['1 cup rice', '1 Tbsp salt', '120 gm oil', '2 tsp garlic paste', '1 cup spring onions - chopped fine', '1/4 cup french beans - chopped fine', '1/4 cup carrots - diced small', '1/4 cup peas - shelled', '2 Tbsp celery - finely chopped', '2 tsp soya sauce', '1 Tbsp vinegar', '1 tsp chilli sauce']"
85,CON_01,"['110  Squid rings', '60  Tempura batter', '1  Lemon (half)', '1  Parsley sprig', '20  Thai chilli sauce', '20  Refined flour', '5  Garlic confit']"
86,CON_02,"['1 1/2  Cups Marie Biscuits (crushed)', '5 tbsp Butter, unsalted', '2 tsp Sugar, powdered', '3 cups Cream Cheese', '2 1/4 cups Heavy Cream', '1/2 cup Brown Sugar', 'For Salted Caramel:', '1 1/2 cups Brown Sugar', '110  gram Butter, unsalted', '1/2 cup Double Cream', 'A pinch of Salt']"
87,CON_03,"['450 Gram Yams (red skinned)', '150 gram Condensed Milk', '1 tbsp Sugar', '1 small Egg', 'A pinch of Cinnamon', 'To decorate  Marshmallows', 'For the Pie Dough', '350+ extra gram All-purpose flour', '1 tsp Salt', '275 gram Butter', '5 tbsp Ice cold water', '1  Egg, mashed']"
88,CON_04,"['2 Tbsp Oil', '450 gram Prawns', '1  Onion, chopped', '2 tbsp Flour', '1 1/2 cups Heavy cream', 'to taste Salt and Pepper', 'For the Pie Dough', '350+ extra gram All-purpose flour', '1 tsp Salt', '275 gram Butter', '5 tbsp Ice Cold Water', '1  Egg, mashed']"
89,CON_05,"['For the cake:', '1 1/4 cups flour', '1 1/2 cups chopped dates', '1/2 cup whole milk', '1 teaspoon baking powder', '1 large egg', '1/2 cup dark brown sugar', '3 Tbsp unsalted butter, melted', '1 teaspoon vanilla extract', 'For the sauce:', '1 cup dark brown sugar', '2 Tbsp of unsalted butter', '2 cups boiling water']"
90,CON_06,"['30 ml vegetable oil', '10 gms Horseradish sauce', 'Salt to taste', '50 gms chopped onions fried a level below golden brown', '10 gms coarsely chopped parsley', '200 gms lamb minced']"
91,CON_07,"['2  Pears', '1 cup white wine', '1 cup water', '1/3 cup sugar', '2  Cloves', '1  Cinnamon', 'For dressing:', '1/4 cup organic honey', '1/4 cup extra virgin olive oil', '2 tbsp lime juice', '4 medium radicchio leaves', '4 medium romaine leaves', '1 cup blue cheese', '5  Grapes (cut in half)', '10  Hazelnuts', 'For garnish:', 'Dil leaves', 'Microgreens (optional)']"
92,CON_08,"['350 gm boneless chicken breast - cooked', '1 cup cheese - cubed', '1/4 tsp powdered black pepper', '1 tsp salt', '1/2 cup mayonnaise sauce', 'For garnishing:', 'Celery or parsley- chopped', 'Lettuce or cabbage leaves for decoration and plating']"
93,CON_09,"['1  yellow bell pepper, chopped', '1  green bell peppers, chopped', '1  onion, chopped', '4  Sausages', '1  potato, boiled', 'Vegetable oil', 'to taste salt and pepper', '1 packet  baked beans', '1/4 cup water', '1  Green chilli', 'Parsley']"
94,CON_10,"['1/2 kg boneless lamb', 'For marination:', '1 Tbsp garlic paste', '2 Tbsp lemon juice', '1 Tbsp ginger powder', '1 Tbsp mustard powder', 'Salt and pepper', '3 Tbsp oil', 'For the salad:', '1 shredded lettuce', '1 sliced cucumber', '1 sliced bell pepper', '1 pear - halved, cored and peeled', '1 Tbsp shredded spring onions', '1 avocado- peeled and sliced', 'For the dressing:', '100 ml yoghurt', '2 Tbsp chopped mint', '1 Tbsp - sweetened, cooked apple puree', '1 Tbsp honey', 'Salt and pepper', 'Mint sprigs to garnish']"
95,CON_11,"['8 Medium potatoes', 'Oil (for frying)', 'For the stuffing:', '1 large onion', '1 tbsp garlic paste', '2  Tomatoes', '350 gms mushrooms', '125 ml thick yogurt', '2 tbsp ginger paste', '1 tbsp garlic paste', '2  Green chillies', '1 tbsp fresh coriander', '1 tbsp kasoori methi']"
96,CON_12,"['3 tomatoes, sliced', '25 ml of extra virgin olive oil', 'Balsamic vinegar', 'Pinch of sea salt', '1 tsp of sugar', '1 tsp of coriander seeds', '150 ml tomato juice', '5-10 gm pepper, freshly crushed', 'Celery, chopped', 'Tabasco sauce', '1 Tbsp gelatin powder', '15 ml vodka', '100 gm Cherry tomatoes', '2-3 garlic pieces, peeled', '10-15 ml white wine', 'Pinch of salt', '5-10 lettuce/rocket leaves', '2-3 slices of French bread or Ciabata', 'Parmesan cheese flakes']"
97,CON_13,"['125 gm cottage cheese', '1/4 tsp salt or to taste', 'Half a slice bread soft portion', '1 Tbsp coriander leaves, chopped', '1 tsp green chillies, chopped (optional)', '2 slices cheese', '1 Tbsp oil', '2 slices tomato']"
98,CON_14,"['8 (750 gm) fish fillets', '1 Tbsp lemon juice', '1 tsp salt', '2 Tbsp all purpose flour for dusting', 'Oil for deep-frying', 'Chopped greens for garnish', 'For the batter:', '1/2 cup (60 gm) all purpose flour', '1 Tbsp (15 gm) oil', '1/2 cup water', '1 egg, white only', '1 tsp salt or to taste', 'For the sauce:', '2 cups (480 gm) milk', '2 Tbsp (15 gm) all purpose flour', '1 Tbsp oil', '1 tsp salt or to taste', '1/4 tsp powdered black pepper', '1 cup (120 gm) cheese, grated']"
99,CON_15,"['6-8  bacon rashers, rinds removed', '1  ciabatta loaf or french baguette', '6  eggs', '2 tbsp milk', '1 tbsp light olive oil', '2  tomatoes, sliced', '25 gms rocket leaves', '1 tbsp dijon mustard', '2 tbsp mayonnaise', 'A squeeze of tomato ketchup', 'for seasoning  Salt & freshly ground black pepper']"
100,CON_16,"['500 gms any white firm flesh fish fillet (river sole or sea bass)', '1 tbsp white flour (maida)', 'Handful of parsley, finely chopped', 'Oil (for deep frying)', 'For the batter:', '1 tsp baking powder', '1 cup white flour (maida)', '1  egg (optional)', '1 cup soda water', 'for garnishing salt and pepper']"
101,CON_17,"['Oven Temp: 325F-160C', '2 tbsp Butter', '1 cup Onions, finely chopped', '250 gram Mixed vegetables (cooked till bite like), chopped', '2 tsp Salt', '1 tsp Black pepper, powdered', '3 cups Cheese, grated', 'For garnishing  Tomato slices', 'For white sauce:', '2 cups Milk', '2 tbsp Maida', '2 tbsp Butter']"
102,CON_18,"['Oven Temp: 325F-160C', '2 Tbsp butter', '1 cup onions, chopped fine', '1 large capsicum, de-seeded and sliced thin', '200 gm mushroom, sliced broad', '2 tsp salt', '1 tsp black pepper, freshly powdered', '3 cups cheese, grated', 'A few tomato slices for garnish', 'For the white sauce:', '2 cups milk', '1 cup maida', '2 Tbsp butter']"
103,CON_19,"['1 1/2 tsp Olive oil', '2 small Spring onion bulbs', '1  Green bell pepper, chopped', '4 pieces Tomatoes (sun dried)', '2 tbsp Bread crumbs', '1 1/2 tbsp Parmesan cheese', '1/2 tbsp Ginger, grated', '1 tsp Chives', '60 gram Buffalo mozzarella cheese', '1 tsp Balsamic vinegar', '2 tbsp Corn flour', '1 tsp Stock', 'For the dip:', '8  Basil leaves', '2 tbsp Olive oil', '1 tbsp Parmesan', '1  Garlic (smashed)', '1  Chilly', '6  Green olives', '1 tbsp Mayonnaise/ yogurt']"
104,CON_20,"['150 Gram Paneer slices', 'Few  Rosemary leaves', 'Few  Parsley leaves', 'A pinch of Smoked paprika', 'A pinch of Cumin powder', 'A pinch of Fresh oregano, chopped', '1 Tbsp White flour', '1 1/2 Tbsp Corn flour', '1/2 Cup Milk', '1/2 Cup Breadcrumbs (here the chef uses Panko, Japanese bread crumbs)', '30-40 Gram Butter', 'To season  Salt']"
105,CON_21,"['1 Tbsp Olive oil', '2-3  Garlic cloves, chopped', '1 medium Onion', '1/2 cup Leeks, finely chopped', '1/2 cup Celery, finely chopped', '1/2 cup Chives, finely chopped', 'Few  Rosemary leaves', 'Few sprigs  Thyme', 'Few sprigs  Sage', '1/4  Zucchini, finely chopped', '1/4  Yellow squash, finely chopped', '1 litre Chickpea stock', '1/4  Red bell pepper, finely chopped', '1/4  Yellow bell pepper, finely chopped', '1/4  Green bell peppers, finely chopped', '150 gram Chickpeas (skinned)', '1 tsp Red chilli flakes', '20 ml White wine', '30-40 gram Cheddar cheese, grated']"
106,CON_22,"['3 Kg ham, soaked', '1/2 kg apples', '1 tbsp butter', '2  lime rind, grated', '3 tbsp raisins', '3 tbsp garden herbs, chopped', 'Salt and pepper', '2-3 tbsp sugar', 'For cooking liquid:', 'Water to cover', '2  beer bottles', '1/2 kg assorted root vegetables', 'Wisp of hay', '1 tsp peppercorns', '3 tsp mustard powder', '1  bay leaf', 'A pinch of nutmeg, grated', '1  parsley stalk', '2 chopped apples', 'For the glaze:', '4 tbsp golden syrup', '100 gms jaggery, grated', '1 tsp prepared mustard', 'Cloves to stud']"
107,CON_23,"['1  Turkey', '500 gms chicken mince', '200 gms pork meat', '50 gms pork fat', '60 gms pistachio', '60 gms cashew nuts', '60 gms raisins', '20 gms carrots', '2  Eggs', '150 ml cream', '100 ml brandy', 'A pinch of rosemary', 'A pinch of parsley', 'to taste Salt and pepper', '150 gms broccoli', '100 gms carrots', '100 gms baby corn', '200 gms honey glazed potatoes', '150 gms butter', '60 ml red wine', '200 gms cranberry sauce', '200 ml jus', '50 gms horseradish', '100 ml oil']"
108,CON_24,"['1 kg black grapes', '8 boneless chicken breasts with skin', 'Salt and pepper', '4 Tbsp melted butter', '350 ml chicken stock', 'Garnish:', 'Chopped parsley', 'Extra grapes']"
109,CON_25,"['1 chicken - whole, with skin', '50 ml lemon juice', '1 tsp garlic paste', '1 1/2 tsp Kashmiri mirch', '50 ml oil', 'For the marinade:', '2 large onions - sliced and fried in oil until crisp', '150 ml yoghurt', '2 Tbsp ginger paste', '1 ground onion', '1 tsp cumin powder', '1/4 tsp cinnamon powder', '2 ground cloves', '6 ground green cardamoms', '10 ground black peppercorns', '1 tsp salt', 'For the stuffing:', '3 quartered onions', '1 tsp chopped ginger', '1 tsp chopped garlic', '1/2 tsp powdered cloves', '3 chopped green chillies', 'For basting:', '50 ml honey', '25 ml oil']"
110,CON_26,"['150 gm dates', '50 gm cream cheese', '1 tsp black pepper', '1 tsp chives', '12 bacon rashers', '12 leek ribbons']"
111,CON_27,"['3  Leafy vegetables (lettuce, chinese cabbage)', '50 Gram Walnuts (grounded)', '1 Tbsp Walnut oil', '1 Tbsp Sherry vinegar', '4-5  Cherry tomatoes', 'A pinch of Salt']"
112,CON_28,"['For the Chicken:', '2  Chicken breast (batted thinly)', '1/3 Cup Flour', '1  Egg', '1/2 Cup Parmesan cheese', '1 tsp Parsley', '1 tsp Chives', '1 Tbsp Butter', '1 tsp Olive oil', 'To taste Salt & pepper', 'For Bread Salad:', '1 Small Ciabata bread loaf', '2  Tomatoes', '8  Olives', '1/2  Bell peppers', '3  Basil leaves', '1/2 Cup Olive oil', '2 tsp Red wine vinegar', '1/2 Cup Tomato juice', '1/3 Cup Sun dried tomatoes']"
113,CON_29,"['75 Cups Kidney beans (cooked)', '1 stalk  Spring onions', '1  Yellow and red bell peppers', '1/2 Cup Cottage cheese', '3-4  Lychees', '1  Green chilly', '1  Radish', '2 tsp Lemon juice', '1/2 Cup Olive oil', '10 Gram Ginger (pickled)', 'To taste Salt & pepper', '1 Bunch Coriander leaves', '1 tsp Cumin seeds', '1/2  Orange (juiced)', 'A pinch of Orange zest']"
114,CON_30,"['2 tsp oil', '1 onion, sliced', '1/2 yellow bell pepper, julienne', '1/2 capsicum, julienne', '3-4 sausages. sliced', 'Salt', '1 tsp grated ginger', '1 green chilli, chopped', '1-2 tsp soy sauce', '1-2 tsp chilli sauce', '2 tsp honey', '1 tsp rosemary, chopped', 'Burger buns', '1 tsp olive oil, to dab on the buns', 'Pepper', 'Optional: Lettuce leaves, tomato slices, cheese slices, jalapeno, gherkins.']"
115,CON_31,"['1/2 cup diced ham or fried bacon bits', '4 pineapple slices-canned or stewed', '1 cup cheese-cut into 1cm/1/2', '1 small red bell pepper (simla mirch)', '1 small yellow bell pepper', '1 small green bell pepper', '1/4 cup pickled gherkins-chopped fine', '2 Tbsp vinegar', '1 tsp salt or to taste', '1 tsp paprika']"
116,CON_32,"['650 gm fish fillets', '1 Tbsp lemon juice', '2 tsp salt or to taste', '1 Tbsp finely chopped celery (optional)', '1 cup mayonnaise', 'Greens - to garnish']"
117,CON_33,"['1 kg apples - peeled, cored, sliced', '1 cup water', '1 Tbsp lemon juice', '1/4 cup sugar', '1 tsp ground cinnamon (dalchini)']"
118,CON_34,"['For the Pastry:', '1 cup refined flour', '1 tsp powdered sugar', '1/3 cup butter', 'Cold water - to mix', 'For the Filling:', '80 gm walnuts - chopped fine', '40 gm dates - chopped fine', '1 cup milk - mixed with 2 tsp cornflour', '1/4 cup butter', '1/4 cup sugar', '1/4 brown sugar', 'A 6-7 inch pie dish - for baking']"
119,CON_35,['4-5 kg smoked leg of ham 5-6 cinnamon sticks 5-6 bay leaves 4-5 black cardamoms Water Mustard - to taste Honey - to cover ham 15-20 cloves 2-3 tsp bread crumbs 3-4 pineapple slices Pineapple juice (optional)']
120,CON_36,"['2 fillets  sole', '2 tsp olive oil', '3 tsp lemon juice', '4-5 tbsp orange juice', '1/2 tsp garlic, finely chopped', '2 tsp fresh parsley, chopped', '5-6  basil', '2-3  orange slices (de-seeded)', '10-12  onion rings', 'to taste salt', 'to taste pepper', 'rocket leaves']"
121,CON_37,"['1/2 Kg pork sausage meat', '1 peeled and chopped onion', '1 tsp mixed, dried herbs', 'Salt and pepper', '4 hardboiled, shelled eggs', 'Flour for coating', '1  beaten egg', '150 gm dried breadcrumbs', 'Oil for deep frying', 'For Tomato Salad:', '4 sliced tomatoes', '1 sliced onion', '3 Tbsp oil', '1 Tbsp lemon juice', '1/2 tsp chopped garlic', 'A pinch of mustard powder']"
122,CON_38,"['250 gms flour', '2 1/2 tsp baking powder', '50 gms chilled diced butter', '50 gms grated cheese', '3 Tbsp grilled bacon - crumbled', '1 Tbsp chopped herbs', '1 egg', '120 ml beaten curd', 'Freshly ground pepper', 'Flour for dusting', 'To Serve:', 'Butter', '1 tsp prepared mustard']"
123,CON_39,"['450 gm flour', '1 1/2 tsp cinnamon powder', '1 tsp salt', 'A pinch of grated nutmeg', '25 gm yeast', '50 gm sugar', '2 eggs', '75 gm raisins', '75 gm chopped candied peel', 'Beaten egg to glaze']"
124,CON_40,"['400 gm lobster', 'salt and white pepper', '1/2 tsp mustard', '1 finely chopped onion', 'juice 2 limes', '1 tsp chopped garlic', '25 gm butter', 'For wine sauce', '2 egg yolks', '30 ml white wine', 'salt', 'grated rind 1 lime']"
125,CON_41,"['Oven temp: 325 F/160 C', '1/2 Kg Chicken (boneless, cooked and diced)', '2 Cups Refined flour', '3/4 Cup Butter', '1 tsp Vinegar (in an egg or 1/4 cup cold milk)', '1/4 tsp Salt', '1 tsp Baking powder', '1 Tbsp Egg (slightly beaten) or milk (to glaze the pie)', '2 Cups Milk', '2 Tbsp Refined flour', '1 Tbsp Butter', '1 tsp Salt', '1/4 tsp Pissi kali mirch']"
126,CON_42,"['4 Large Chicken breasts (boneless)', '2  Eggs (slightly whisked)', '1/2 tsp Ginger paste', '1/2 tsp Garlic paste', '1 Cup Onions, finely chopped', '2 Tbsp Coriander leaves, chopped', '2  Green chillies, finely chopped', '1 Tbsp Black pepper powder', 'Enough to make a thick coating  Flour', '1 Tbsp Vinegar', 'To taste Salt', 'As required  Oil']"
127,CON_43,"['6  Cucumbers (cut into 1"" slices), peeled', '1 Tbsp Sweet chutney', '250 Gram Shellfish (shelled, prepared and cooked)', '125 Ml Home made Mayonnaise', '2 tsp Lemon juice', '2 Tbsp Thick yogurt', '1 Tbsp White radish, grated', '1/2 tsp Garlic paste', '1 Tbsp Coriander, chopped', '1  Green chilli, chopped', '1 Tbsp Gherkins, finely chopped', '1 Tbsp Tomato puree', 'For the Garnish:', '1  Rind of orange, shredded', 'Chilli powder (mild)']"
128,CON_44,"['220 gm chicken breast with skin', '2 gm crushed black pepper', '4 gm salt', '15 gm grated onion', '3 gm mustard paste', '30 ml olive oil', '7 pieces black olive, stoned and chopped', 'For the sauce:', '20 gm butter', '30 gm shallot grated', 'Salt and black pepper to season', '60 ml red wine']"
129,CON_45,"['1 Kg Chicken (boneless, cooked and diced)', '1/4 cup Mayonnaise sauce', '2 tbsp Cream', '1/4 cup Cabbage, chopped', '2 tbsp Tomato ketchup', '1 tsp Chilli sauce', 'Lettuce leaves', 'To garnish  Spring onions']"
130,CON_46,"['500 gms mutton (cut into cubes)', '1 cup onions (cut coarsely)', '2 tbsp butter', '1/4 cup flour', '2 tsp salt', '1/4 tsp black pepper, powdered', '4 cups water', '1/4 cup carrots, sliced', '3/4 cup potatoes (diced)', '1/4 cup french beans (cut into 2-3 pieces each)', '1/8 tsp nutmeg, grated']"
131,CON_47,"['50 Gram Lettuce (cleaned, washed & amp; broken)', '15 Gram Onion rings, grilled', '25 Gram Tomatoes (sliced), grilled', '15 Gram Green Capsicum rings , grilled', '15 Gram Yellow Capsicum rings, grilled', '15 Gram Red Capsicum rings, grilled', '30 Gram Aubergine (sliced), grilled', '30 Gram Chedder Cheese, sliced', '25 Ml Olive oil', '15 Gram Basil leaves', '2 Gram Milled Pepper powder', 'To taste Salt', '1 1/2  Juice of Lemons', '20 Gram Walnuts (crushed), roasted']"
132,CON_48,"['6 Large Firm Tomatoes', '1 tsp Butter', '1 Large Onion, finely chopped', '100 Gram Mushrooms, finely chopped', '2 tsp Four', '150 Ml Milk (Scalded, flavored with mustard, bay leaf, peppercorns and nutmeg)', '1  Capsicum (diced)', '2 tsp Garden herbs', 'A pinch of Chilli powder', 'To taste Salt and pepper', 'For the topping:', '2 Tbsp Breadcrumbs (fresh)', '1 tsp Butter/Oil', '1 tsp Garlic, finely chopped', '1/2 tsp Basil leaves/Oregano (optional)']"
133,CON_49,"['2 Tbsp Basil Leaves', '1  Bay Leaf', '2 sprigs  Fresh Thyme', '4 Tbsp Olive Oil', '1 Large Onion (ground)', '1 Kg Tomatoes(peeled and seeded), chopped', '3 tsp Garlic, finely chopped', '4  Lamb Steaks', '2 Tbsp Flour (seasoned)', '2  Eggs(beaten)', '150 Gram Fresh breadcrumbs', '25 Gram Cheese, grated', '1 Tbsp Parsley, finely chopped', '100 Ml Oil', '50 Gram Butter', '250 Gram Mozzarella Cheese-sliced']"
134,CON_50,"['4 Large chicken breasts (boneless)', '2  Eggs (slightly whisked)', '1 tsp ginger paste', '1 tsp garlic paste', '1 cup onions, finely chopped', '2 tbsp coriander leaves, chopped', '2  green chillies, finely chopped', '1 tsp black pepper powder', 'flour (enough to make a thin coating)', '1 tbsp vinegar', 'to taste salt', 'Oil (to pan fry)']"
135,FRE_01,"['3  Eggs', '1/4 cup Milk', '8  Bread Slices', '2 tsp Sugar', '1/2 tsp Salt']"
136,FRE_02,"['50 gms Franzipani Mix', '150 gram Sweet Paste', '100 gram Strawberry', '100 gram Raspberry', 'For Filling', '4 gram Agar-Agar', '75 gram Cream', '50 gram Sugar', '75 gram Whipped Cream', '10 gram Pistachio']"
137,FRE_03,"['4 fillets  Sole fish (can also use other fish of choice)', '4  Garlic cloves, chopped', '1  Onion, finely chopped', '1  Tomato (skinned and deseeded), chopped', '20 gram Celery stick, chopped', '1 tsp Parsley, chopped', '60 ml White wine', '1 cup Fish stock', '50 ml Tomato concasse', '20 gram Butter', 'Salt', 'White pepper powder', 'Tabasco (optional)']"
138,FRE_04,"['For crepes:', '1/4 cup milk (whole fat or skimmed)', '1/2 cup flour', '1/3 cup water', '1/8 cup butter, melted', '1 tsp honey', 'A pinch of salt', '1 tbsp vegetable oil', 'Extra butter (for crisping the crepe)', 'For the filling:', '200 gms spinach, chopped', '150 gms feta cheese (crumbled)', '100 gms greek yogurt (whisked)', '2 tbsp honey']"
139,FRE_05,"['For Bolognaise:', '0.2 kg Lamb mince', '0.025 kg Garlic', '0.01 kg Salt', '0.01 kg Paprika powder', '0.2 kg Pomodaro Tomatoes', '0.01 litre Olive oil', '0.025 kg Celery', '0.075 kg Shallots', '0.05 kg Carrot', '0.002 kg Black pepper', '0.005 kg Bay leaf', '0.005 kg Yellow chilli powder', '0.025 kg Cilantro', 'For Roulade:', '0.2  Chicken thigh', '0.005  Salt', '0.003  White pepper powder', '0.01  Garlic paste', '0.005  White wine vinegar', '0.01  Olive oil', '0.002  Yellow chilli powder', 'For Curry:', '0.02 litre Refined Oil', '0.003 kg Fenugreek seeds', '0.003 kg White pepper powder', '0.005 kg Garlic', '0.025 kg Fenugreek leaves', '0.1 kg Onion', '0.05 kg Broken cashew', '0.005 kg Salt', '0.025 litre Fresh cream', '0.003 kg Kasoori methi']"
140,FRE_06,"['240 Ml Milk', '3 tbsp Plain flour', '60 gram Butter, unsalted', '6  Eggs (whole)', '175 gram Mature cheddar cheese, grated', '1 tbsp Chives', 'Sea salt', 'Black pepper (cracked)', '5 tbsp Parmesan cheese, grated', '2  Red apples (cored and cut into eight)', '6 tbsp Whole walnuts', '150 gram Rocket leaves', '6 tbsp Pomegranate seeds', '2 tsp Walnut oil']"
141,FRE_07,"['2  live lobsters (500gms each)', '150  unsalted butter', '100 gms mushrooms (trimmed), sliced', '2 tsp dijon mustard', 'to taste salt', 'to taste black pepper', '80 ml brandy', '250 ml heavy cream (scalded)', '2 large egg yolks']"
142,FRE_08,"['200 gms orange juice', 'Lemon', '1  star anise', '2  eggs', '2 tbsp fine sugar', '3 tbsp refined flour', '100 gms milk', '1 tbsp butter', 'Cinnamon powder']"
143,FRE_09,"['100 gms potatoes (chopped), peeled', '30 gms leeks, chopped', '50 gms butter', '20 ml olive oil', '300 ml full cream milk', '60 ml cream', '150 gms spinach (cleaned), chopped', '8  garlic cloves, chopped', '60 gms onion, chopped', '1 tsp thyme, chopped', 'A pinch of nutmeg', 'to taste salt', 'to taste white pepper powder']"
144,FRE_10,"['400 gms button mushrooms, halved', '100 gms portobello mushroom, sliced', '100 gms dried porcini mushrooms, soaked and chopped', '40 gms dried morels, soaked and chopped', '8 cloves garlic, chopped', '50 gms onion, chopped', '2 Tbsp olive oil', '50 ml sherry', 'Salt to taste', 'Ground black pepper to taste', '5 ml truffle oil', '30 gms butter', '4 pieces of bread, sliced in half']"
145,FRE_11,"['For marination:', '1500 ml red wine (full body)', '100 gms onion, sliced', '30 gms celery stalks, sliced', '100 gms carrot (sliced), peeled', '20  garlic cloves (flattened), peeled', '1 tsp whole black peppercorns', '2 tbsp olive oil', '4  Chicken halves (with bone and skin on)', 'Cooking chicken:', '1 tbsp olive oil', '150 gms bacon slices (thick)', '3 tbsp all purpose flour', '60 gms onion, chopped', '10  garlic cloves, chopped', '1 tsp thyme sprigs, chopped', '2 tsp parsley sprigs', '2 small bay leaves', '200 ml chicken stock', '50 gms butter', '150 gms button mushrooms']"
146,FRE_12,"['900 gm chicken leg w/o skin', '900 gm chicken breast w/o skin', '200 gm flour', '1/2 cup vegetable oil', '75 gm garlic cloves caramelized', '200 gm pearl onions peeled', '200 gm button mushrooms', '150 gm bacon lardons', '20 gm thyme sprigs', '2 cups red wine', '2 cups brown sauce / demi glace', '80 gm butter for sauce', '800 gm potatoes tournee', '30 gm parsley chopped', '80 gm butter for potatoes', '10 portions bread', 'Salt and pepper - to taste']"
147,FRE_13,"['1/2 kg fish fillet', '1 lemon, juice', '6-8 parsley stalks', '1 green capsicum - sliced and blanched', '1 red capsicum - sliced', '1 Tbsp butter', '1 onion - chopped', '1 tsp garlic paste', '1/2 kg peeled, seeded tomatoes', '1 Tbsp chopped parsley', 'Salt and pepper']"
148,FRE_14,"['Red tuna fish', 'For marination:', 'Lemon', 'Salt', 'Black pepper', 'Mixed herbs (rosemary, thyme, and marjoram)', 'For main preparation:', '1 Tbsp refined oil', '4 Tbsp chopped onions', '3 tsp roasted, peeled and de-seeded capsicum', '4 tsp chopped tomatoes', '1 tsp chopped garlic', '1 tsp chopped parsley', '1 pinch of mixed herbs', 'Marinated fish', '25 ml white wine', '1/2 cup of water', 'Salt to taste', 'pepper to taste']"
149,FRE_15,"['1 Kg Chestnut', 'to cover  Water', '350 ml Milk', '1 tsp Fennel seeds (toasted)', '125 gram Butter', '125 gram Castor sugar', '250 gram Bitter chocolate, chopped', '1/2 tsp Vanilla essence', '1-2 tbsp Rum']"
150,FRE_16,"['2 Tbsp white-wine or tarragon vinegar', 'Lemon juice', '4 Tbsp boiling water', '3 large egg yolks', '1/2 cup unsalted butter', '1/4 tsp cayenne', '1/2 tsp salt']"
151,FRE_17,"['For choux pastry:', '125 ml water', '50 gm butter', '60 gm flour', '2 large eggs', 'For chocolate filling:', '125 gm chopped chocolate', '60 ml cream', '50 gm butter', '2 egg yolks', 'Rum to taste', 'For cream filling:', 'Chocolate sauce 275 ml water', '275 gm sugar', '1 heaped Tbsp cocoa', '75 gm chopped chocolate', '125 ml cream', '2 Tbsp butter']"
152,FRE_18,"['500 gm shelled peas', '1 onion, finely chopped', '2 1/2 cup vegetable or chicken stock', '1 Tbsp olive oil', '2 tsp fresh cream', 'Salt and pepper to taste']"
